Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0026-75;RUA - GUANABARA;958;;PACOVAL;68908-360;GASOLINA;07/07/2004;2,27;1,9592;R$ / litro;IPIRANGA
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0026-75;RUA - GUANABARA;958;;PACOVAL;68908-360;ETANOL;07/07/2004;2,15;1,3888;R$ / litro;IPIRANGA
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0026-75;RUA - GUANABARA;958;;PACOVAL;68908-360;DIESEL;07/07/2004;1,55;1,3365;R$ / litro;IPIRANGA
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0016-01;AVENIDA PADRE JULIO M LOMBAERD;2143;;SANTA RITA;68900-030;GASOLINA;07/07/2004;2,278;1,9398;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0016-01;AVENIDA PADRE JULIO M LOMBAERD;2143;;SANTA RITA;68900-030;DIESEL;07/07/2004;1,55;1,4049;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0003-89;RUA CANDIDO MENDES;167;;CENTRAL;68900-100;GASOLINA;07/07/2004;2,27;1,9595;R$ / litro;IPIRANGA
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0003-89;RUA CANDIDO MENDES;167;;CENTRAL;68900-100;DIESEL;07/07/2004;1,55;1,3565;R$ / litro;IPIRANGA
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0013-50;AVENIDA PE JULIO MARIA LOMBAERD;4470;;SANTA RITA;68900-030;GASOLINA;07/07/2004;2,27;1,9614;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0013-50;AVENIDA PE JULIO MARIA LOMBAERD;4470;;SANTA RITA;68900-030;ETANOL;07/07/2004;2,15;1,8465;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0013-50;AVENIDA PE JULIO MARIA LOMBAERD;4470;;SANTA RITA;68900-030;DIESEL;07/07/2004;1,55;1,3871;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0024-03;AVENIDA HENRIQUE GALUCIO;161;;CENTRO;68905-160;GASOLINA;07/07/2004;2,27;1,9165;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0024-03;AVENIDA HENRIQUE GALUCIO;161;;CENTRO;68905-160;ETANOL;07/07/2004;2,15;1,5462;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0024-03;AVENIDA HENRIQUE GALUCIO;161;;CENTRO;68905-160;DIESEL;07/07/2004;1,55;1,399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0020-80;RUA GUANABARA;94;;PACOVAL;68908-360;GASOLINA;07/07/2004;2,27;1,9398;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0020-80;RUA GUANABARA;94;;PACOVAL;68908-360;DIESEL;07/07/2004;1,55;1,4049;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0027-56;RODOVIA BR 156;1438;;JARDIM FELICIDADE;68900-000;GASOLINA;07/07/2004;2,27;1,9592;R$ / litro;IPIRANGA
N;AP;MACAPA;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0027-56;RODOVIA BR 156;1438;;JARDIM FELICIDADE;68900-000;DIESEL;07/07/2004;1,55;1,3565;R$ / litro;IPIRANGA
N;AP;MACAPA;SICAL SOCIEDADE INDUSTRIAL E COMERCIAL DO AMAPA LTDA;05.961.826/0001-30;AVENIDA VIOLETA MONT'ALVERNE MOREIRA;275-A;;CONGOS;68900-000;GASOLINA;07/07/2004;2,19;2,027;R$ / litro;IPIRANGA
N;AP;MACAPA;SICAL SOCIEDADE INDUSTRIAL E COMERCIAL DO AMAPA LTDA;05.961.826/0001-30;AVENIDA VIOLETA MONT'ALVERNE MOREIRA;275-A;;CONGOS;68900-000;ETANOL;07/07/2004;1,8;1,497;R$ / litro;IPIRANGA
N;AP;MACAPA;SICAL SOCIEDADE INDUSTRIAL E COMERCIAL DO AMAPA LTDA;05.961.826/0001-30;AVENIDA VIOLETA MONT'ALVERNE MOREIRA;275-A;;CONGOS;68900-000;DIESEL;07/07/2004;1,5;1,3725;R$ / litro;IPIRANGA
N;AP;MACAPA;FARIAS & BENDELAQUE LTDA;05.112.010/0001-32;RUA HAMILTON SILVA;2226;;TREM;68905-160;GASOLINA;07/07/2004;2,2;1,9665;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;FARIAS & BENDELAQUE LTDA;05.112.010/0001-32;RUA HAMILTON SILVA;2226;;TREM;68905-160;DIESEL;07/07/2004;1,62;1,4043;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;COMERCIAL GRAO DE OURO LTDA;04.707.467/0001-27;RUA HILDEMAR MAIA;1951;;BURITIZAL;68905-160;GASOLINA;07/07/2004;2,19;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;COMERCIAL GRAO DE OURO LTDA;04.707.467/0001-27;RUA HILDEMAR MAIA;1951;;BURITIZAL;68905-160;ETANOL;07/07/2004;1,8;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;COMERCIAL GRAO DE OURO LTDA;04.707.467/0001-27;RUA HILDEMAR MAIA;1951;;BURITIZAL;68905-160;DIESEL;07/07/2004;1,5;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;POSTO NILTON JÚNIOR LTDA;04.373.727/0001-75;RUA LEOPOLDO MACHADO;2925;"";TREM;68902-020;GASOLINA;07/07/2004;2,21;1,9929;R$ / litro;BRANCA
N;AP;MACAPA;POSTO NILTON JÚNIOR LTDA;04.373.727/0001-75;RUA LEOPOLDO MACHADO;2925;"";TREM;68902-020;DIESEL;07/07/2004;1,55;1,4027;R$ / litro;BRANCA
N;AP;MACAPA;AUTO POSTO TIMBIRAS LTDA;04.245.921/0001-75;AVENIDA TIMBIRAS;949;;BURITIZAL;68902-170;GASOLINA;07/07/2004;2,2;2,022;R$ / litro;BRANCA
N;AP;MACAPA;AUTO POSTO TIMBIRAS LTDA;04.245.921/0001-75;AVENIDA TIMBIRAS;949;;BURITIZAL;68902-170;ETANOL;07/07/2004;1,75;1,3424;R$ / litro;BRANCA
N;AP;MACAPA;AUTO POSTO TIMBIRAS LTDA;04.245.921/0001-75;AVENIDA TIMBIRAS;949;;BURITIZAL;68902-170;DIESEL;07/07/2004;1,65;1,3789;R$ / litro;BRANCA
N;AP;MACAPA;AUTO POSTO BURITI LTDA;04.073.663/0001-97;RUA CLAUDOMIRO DE MORAES;1130;;NOVO BURITIZAL;68900-000;GASOLINA;07/07/2004;2,25;1,9367;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTO POSTO BURITI LTDA;04.073.663/0001-97;RUA CLAUDOMIRO DE MORAES;1130;;NOVO BURITIZAL;68900-000;DIESEL;07/07/2004;1,55;1,3762;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTO POSTO GATO CONGOS LTDA;03.806.686/0001-09;AVENIDA VIOLETA MONT'ALVERNE MOREIRA;275;;CONGOS;68900-000;GASOLINA;07/07/2004;2,25;2,0382;R$ / litro;IPIRANGA
N;AP;MACAPA;AUTO POSTO GATO CONGOS LTDA;03.806.686/0001-09;AVENIDA VIOLETA MONT'ALVERNE MOREIRA;275;;CONGOS;68900-000;DIESEL;07/07/2004;1,55;1,4132;R$ / litro;IPIRANGA
N;AP;MACAPA;NOVO MUNDO EMPREENDIMENTOS LTDA - EPP;03.762.425/0001-26;RUA VEREADOR JULIO PEREIRA;1420;"";JARDIM FELICIDADE I;68900-000;GASOLINA;07/07/2004;2,211;1,99;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;NOVO MUNDO EMPREENDIMENTOS LTDA - EPP;03.762.425/0001-26;RUA VEREADOR JULIO PEREIRA;1420;"";JARDIM FELICIDADE I;68900-000;DIESEL;07/07/2004;1,54;1,39;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTO POSTO TERCEIRO MILÊNIO LTDA;03.199.834/0001-66;RUA MATO GROSSO;430;;PACOVAL;68900-000;GASOLINA;07/07/2004;2,27;1,9972;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTO POSTO TERCEIRO MILÊNIO LTDA;03.199.834/0001-66;RUA MATO GROSSO;430;;PACOVAL;68900-000;ETANOL;07/07/2004;1,84;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;AUTO POSTO TERCEIRO MILÊNIO LTDA;03.199.834/0001-66;RUA MATO GROSSO;430;;PACOVAL;68900-000;DIESEL;07/07/2004;1,55;1,3802;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;E D P EMPREENDIMENTOS E DERIVADOS DE PETROLEO LTDA;03.147.787/0002-98;RUA SANTOS DUMONT;2881;;BURITIZAL;68900-000;GASOLINA;07/07/2004;2,25;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;E D P EMPREENDIMENTOS E DERIVADOS DE PETROLEO LTDA;03.147.787/0002-98;RUA SANTOS DUMONT;2881;;BURITIZAL;68900-000;ETANOL;07/07/2004;2,05;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;E D P EMPREENDIMENTOS E DERIVADOS DE PETROLEO LTDA;03.147.787/0002-98;RUA SANTOS DUMONT;2881;;BURITIZAL;68900-000;DIESEL;07/07/2004;1,55;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;E D P EMPREENDIMENTOS E DERIVADOS DE PETROLEO LTDA;03.147.787/0001-07;AVENIDA DOS TAMOIOS;248;;BEIROL;68902-180;GASOLINA;07/07/2004;2,25;1,9665;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;E D P EMPREENDIMENTOS E DERIVADOS DE PETROLEO LTDA;03.147.787/0001-07;AVENIDA DOS TAMOIOS;248;;BEIROL;68902-180;ETANOL;07/07/2004;2,05;1,545;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;E D P EMPREENDIMENTOS E DERIVADOS DE PETROLEO LTDA;03.147.787/0001-07;AVENIDA DOS TAMOIOS;248;;BEIROL;68902-180;DIESEL;07/07/2004;1,6;1,4043;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;RAMOS SILVA LTDA;03.108.182/0001-07;RUA LEOPOLDO MACHADO;1525;"";CENTRAL;68906-430;GASOLINA;07/07/2004;2,19;1,955;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;RAMOS SILVA LTDA;03.108.182/0001-07;RUA LEOPOLDO MACHADO;1525;"";CENTRAL;68906-430;DIESEL;07/07/2004;1,55;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AP;MACAPA;POSTO AÇAI LTDA;03.004.654/0001-81;RODOVIA BR 156;S/N;L05 - Q.43 - SETOR 37;LOTEAMENTO AÇAI;68900-000;GASOLINA;07/07/2004;2,24;1,9706;R$ / litro;IPIRANGA
N;AP;MACAPA;POSTO AÇAI LTDA;03.004.654/0001-81;RODOVIA BR 156;S/N;L05 - Q.43 - SETOR 37;LOTEAMENTO AÇAI;68900-000;DIESEL;07/07/2004;1,55;1,3562;R$ / litro;IPIRANGA
N;AP;MACAPA;GOMES E AMARAL COMERCIO E REPRESENTAÇOES LTDA;02.163.903/0001-19;RUA ODILARDO SILVA;1894;0;CENTRO;68902-040;GASOLINA;07/07/2004;2,211;1,9915;R$ / litro;IPIRANGA
N;AP;MACAPA;GOMES E AMARAL COMERCIO E REPRESENTAÇOES LTDA;02.163.903/0001-19;RUA ODILARDO SILVA;1894;0;CENTRO;68902-040;DIESEL;07/07/2004;1,55;1,3649;R$ / litro;IPIRANGA
N;AP;MACAPA;J. & D. LTDA-ME;00.506.801/0001-23;AVENIDA RIO VILA NOVA;62;ESQUINA C/ RUA BEIRA RIO;TREM;68900-200;GASOLINA;07/07/2004;2,27;2,004;R$ / litro;IPIRANGA
N;AP;MACAPA;J. & D. LTDA-ME;00.506.801/0001-23;AVENIDA RIO VILA NOVA;62;ESQUINA C/ RUA BEIRA RIO;TREM;68900-200;DIESEL;07/07/2004;1,59;1,404;R$ / litro;IPIRANGA
N;AP;PORTO GRANDE;A.C. CAMBRAIA;23.068.984/0005-71;RUA SANTA RITA DE CASSIA;1842;"";AEROPORTO;68997-000;GASOLINA;05/07/2004;2,39;;R$ / litro;BRANCA
N;AP;PORTO GRANDE;A.C. CAMBRAIA;23.068.984/0005-71;RUA SANTA RITA DE CASSIA;1842;"";AEROPORTO;68997-000;DIESEL;05/07/2004;1,65;;R$ / litro;BRANCA
N;AP;PORTO GRANDE;EXPEDITO F. SILVA;14.572.325/0005-87;RODOVIA BR 156;S/N;KM 102;CENTRAL;68997-000;GASOLINA;05/07/2004;2,37;;R$ / litro;BRANCA
N;AP;PORTO GRANDE;EXPEDITO F. SILVA;14.572.325/0005-87;RODOVIA BR 156;S/N;KM 102;CENTRAL;68997-000;DIESEL;05/07/2004;1,63;;R$ / litro;BRANCA
N;AP;PORTO GRANDE;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0011-99;AVENIDA 08 DE AGOSTO;457;;CENTRO;68997-000;GASOLINA;06/07/2004;2,39;;R$ / litro;IPIRANGA
N;AP;PORTO GRANDE;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;05.983.192/0011-99;AVENIDA 08 DE AGOSTO;457;;CENTRO;68997-000;DIESEL;06/07/2004;1,69;;R$ / litro;IPIRANGA
NE;BA;ALAGOINHAS;JOVEM POSTO COMERCIO COMBUSTIVEIS LTDA;13.511.050/0001-85;RUA DOUTOR JOÃO DANTAS;115;;CENTRO;48010-530;GASOLINA;05/07/2004;2,145;1,872;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;JOVEM POSTO COMERCIO COMBUSTIVEIS LTDA;13.511.050/0001-85;RUA DOUTOR JOÃO DANTAS;115;;CENTRO;48010-530;ETANOL;05/07/2004;1,493;1,262;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;JOVEM POSTO COMERCIO COMBUSTIVEIS LTDA;13.511.050/0001-85;RUA DOUTOR JOÃO DANTAS;115;;CENTRO;48010-530;DIESEL;05/07/2004;1,426;1,265;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;MEIRELES COMERCIO DE DERIVADOS DE PETROLEO LTDA;96.768.957/0001-51;RUA MARECHAL BITENCOURT;94 120;;CENTRO;48005-135;GASOLINA;05/07/2004;2,149;1,87;R$ / litro;COSAN LUBRIFICANTES
NE;BA;ALAGOINHAS;MEIRELES COMERCIO DE DERIVADOS DE PETROLEO LTDA;96.768.957/0001-51;RUA MARECHAL BITENCOURT;94 120;;CENTRO;48005-135;ETANOL;05/07/2004;1,502;0,736;R$ / litro;COSAN LUBRIFICANTES
NE;BA;ALAGOINHAS;MEIRELES COMERCIO DE DERIVADOS DE PETROLEO LTDA;96.768.957/0001-51;RUA MARECHAL BITENCOURT;94 120;;CENTRO;48005-135;DIESEL;05/07/2004;1,49;1,225;R$ / litro;COSAN LUBRIFICANTES
NE;BA;ALAGOINHAS;POSTO ESTRELA DA 101 LTDA;74.008.566/0001-04;RODOVIA MARGEM BR 101;S/N;KM 108;ALAGOINHAS VELHA;48100-000;GASOLINA;05/07/2004;2,1;1,853;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;POSTO ESTRELA DA 101 LTDA;74.008.566/0001-04;RODOVIA MARGEM BR 101;S/N;KM 108;ALAGOINHAS VELHA;48100-000;ETANOL;05/07/2004;1,49;1,148;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;POSTO ESTRELA DA 101 LTDA;74.008.566/0001-04;RODOVIA MARGEM BR 101;S/N;KM 108;ALAGOINHAS VELHA;48100-000;DIESEL;05/07/2004;1,35;1,258;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA;34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;GASOLINA;05/07/2004;2,136;1,864;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA;34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;ETANOL;05/07/2004;1,49;1,204;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA;34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;DIESEL;05/07/2004;1,399;1,254;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;COMERCIAL DE PRODUTOS DE PETROLEO ALAGOINHAS LTDA;15.639.008/0001-70;AVENIDA JURACY MAGALHAES;409;POSTO;CENTRO;48005-440;GASOLINA;05/07/2004;2,13;1,855;R$ / litro;IPIRANGA
NE;BA;ALAGOINHAS;COMERCIAL DE PRODUTOS DE PETROLEO ALAGOINHAS LTDA;15.639.008/0001-70;AVENIDA JURACY MAGALHAES;409;POSTO;CENTRO;48005-440;ETANOL;05/07/2004;1,49;1,286;R$ / litro;IPIRANGA
NE;BA;ALAGOINHAS;COMERCIAL DE PRODUTOS DE PETROLEO ALAGOINHAS LTDA;15.639.008/0001-70;AVENIDA JURACY MAGALHAES;409;POSTO;CENTRO;48005-440;DIESEL;05/07/2004;1,42;1,178;R$ / litro;IPIRANGA
NE;BA;ALAGOINHAS;POSTO DE COMB CIDADE DE ALAGOINHAS LTDA;13.828.124/0001-01;RUA DANTAS BIAO;S/N;SEDE;CENTRO;48000-000;GASOLINA;05/07/2004;2,149;1,87;R$ / litro;SATELITE
NE;BA;ALAGOINHAS;DALILA DERIVADOS DE PETROLEO LTDA;03.990.964/0001-12;RUA CONSELHEIRO JUNQUEIRA;SN;;CENTRO;48090-021;GASOLINA;05/07/2004;2,13;1,872;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;DALILA DERIVADOS DE PETROLEO LTDA;03.990.964/0001-12;RUA CONSELHEIRO JUNQUEIRA;SN;;CENTRO;48090-021;ETANOL;05/07/2004;1,48;1,137;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;DALILA DERIVADOS DE PETROLEO LTDA;03.990.964/0001-12;RUA CONSELHEIRO JUNQUEIRA;SN;;CENTRO;48090-021;DIESEL;05/07/2004;1,41;1,288;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;ALAGOINHAS COMERCIO E DERIVADOS DE PETROLEO LTDA;03.458.279/0001-40;RODOVIA BR 101;S/N;KM 103,560;GRANJA CARNEIRO;48000-000;GASOLINA;05/07/2004;2,08;1,827;R$ / litro;SATELITE
NE;BA;ALAGOINHAS;ALAGOINHAS COMERCIO E DERIVADOS DE PETROLEO LTDA;03.458.279/0001-40;RODOVIA BR 101;S/N;KM 103,560;GRANJA CARNEIRO;48000-000;ETANOL;05/07/2004;1,32;0,856;R$ / litro;SATELITE
NE;BA;ALAGOINHAS;ALAGOINHAS COMERCIO E DERIVADOS DE PETROLEO LTDA;03.458.279/0001-40;RODOVIA BR 101;S/N;KM 103,560;GRANJA CARNEIRO;48000-000;DIESEL;05/07/2004;1,33;1,259;R$ / litro;SATELITE
NE;BA;ALAGOINHAS;CENTRALPOSTO LTDA;02.730.629/0001-12;RODOVIA BR 101;S/N;KM 110;CENTRO;48100-000;GASOLINA;05/07/2004;2,1;1,864;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;CENTRALPOSTO LTDA;02.730.629/0001-12;RODOVIA BR 101;S/N;KM 110;CENTRO;48100-000;ETANOL;05/07/2004;1,44;0,994;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;CENTRALPOSTO LTDA;02.730.629/0001-12;RODOVIA BR 101;S/N;KM 110;CENTRO;48100-000;DIESEL;05/07/2004;1,339;1,258;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;SUPER COMBUSTÍVEIS E SERVIÇOS LTDA;02.238.978/0001-11;AVENIDA JURACY MAGALHÃES;1521;;CENTRO;48000-000;GASOLINA;05/07/2004;2,13;1,845;R$ / litro;CBPI
NE;BA;ALAGOINHAS;SUPER COMBUSTÍVEIS E SERVIÇOS LTDA;02.238.978/0001-11;AVENIDA JURACY MAGALHÃES;1521;;CENTRO;48000-000;ETANOL;05/07/2004;1,44;1,161;R$ / litro;CBPI
NE;BA;ALAGOINHAS;SUPER COMBUSTÍVEIS E SERVIÇOS LTDA;02.238.978/0001-11;AVENIDA JURACY MAGALHÃES;1521;;CENTRO;48000-000;DIESEL;05/07/2004;1,42;1,258;R$ / litro;CBPI
NE;BA;BARRA;MARIA DA CONCEIÇÃO PEREIRA SOTERO;34.270.702/0001-07;PRACA PARQUE DA VAQUEJADA;1;;SÃO PEDRO;47100-970;GASOLINA;06/07/2004;2,47;;R$ / litro;BRANCA
NE;BA;BARRA;MARIA DA CONCEIÇÃO PEREIRA SOTERO;34.270.702/0001-07;PRACA PARQUE DA VAQUEJADA;1;;SÃO PEDRO;47100-970;ETANOL;06/07/2004;1,99;;R$ / litro;BRANCA
NE;BA;BARRA;MARIA DA CONCEIÇÃO PEREIRA SOTERO;34.270.702/0001-07;PRACA PARQUE DA VAQUEJADA;1;;SÃO PEDRO;47100-970;DIESEL;06/07/2004;1,68;;R$ / litro;BRANCA
NE;BA;BARRA;DULIO AUGUSTO GUEDES E SILVA E CIA. LTDA;40.590.226/0001-04;AVENIDA MARECHAL DEODORO DA FONSECA;1561;"";CENTRO;47100-000;GASOLINA;06/07/2004;2,47;;R$ / litro;CBPI
NE;BA;BARRA;DULIO AUGUSTO GUEDES E SILVA E CIA. LTDA;40.590.226/0001-04;AVENIDA MARECHAL DEODORO DA FONSECA;1561;"";CENTRO;47100-000;ETANOL;06/07/2004;1,99;;R$ / litro;CBPI
NE;BA;BARRA;DULIO AUGUSTO GUEDES E SILVA E CIA. LTDA;40.590.226/0001-04;AVENIDA MARECHAL DEODORO DA FONSECA;1561;"";CENTRO;47100-000;DIESEL;06/07/2004;1,68;;R$ / litro;CBPI
NE;BA;BARRA;GRUPO NOGUEIRA COMÉRCIO E SERVIÇOS LTDA;03.515.067/0001-57;ESTRADA BARRA ESTREITO BA 161;S/N;KM 0 CASA;ZONA SUBURBANA;47100-000;GASOLINA;06/07/2004;2,45;;R$ / litro;SATELITE
NE;BA;BARRA;GRUPO NOGUEIRA COMÉRCIO E SERVIÇOS LTDA;03.515.067/0001-57;ESTRADA BARRA ESTREITO BA 161;S/N;KM 0 CASA;ZONA SUBURBANA;47100-000;ETANOL;06/07/2004;1,75;;R$ / litro;SATELITE
NE;BA;BARRA;GRUPO NOGUEIRA COMÉRCIO E SERVIÇOS LTDA;03.515.067/0001-57;ESTRADA BARRA ESTREITO BA 161;S/N;KM 0 CASA;ZONA SUBURBANA;47100-000;DIESEL;06/07/2004;1,61;;R$ / litro;SATELITE
NE;BA;BARREIRAS;AUTO POSTO LINS LTDA;00.291.612/0006-95;AVENIDA CLÉRISTON ANDRADE;913;;CENTRO;47800-000;GASOLINA;05/07/2004;2,4;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;AUTO POSTO LINS LTDA;00.291.612/0006-95;AVENIDA CLÉRISTON ANDRADE;913;;CENTRO;47800-000;ETANOL;05/07/2004;1,48;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;AUTO POSTO LINS LTDA;00.291.612/0006-95;AVENIDA CLÉRISTON ANDRADE;913;;CENTRO;47800-000;DIESEL;05/07/2004;1,59;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;AUTO POSTO SANTA LUCIA LTDA;04.682.722/0001-24;AVENIDA ANTONIO CARLOS MAGALHAES;214;;VILA BRASIL;47801-275;GASOLINA;05/07/2004;2,4;;R$ / litro;BRANCA
NE;BA;BARREIRAS;AUTO POSTO SANTA LUCIA LTDA;04.682.722/0001-24;AVENIDA ANTONIO CARLOS MAGALHAES;214;;VILA BRASIL;47801-275;ETANOL;05/07/2004;1,48;;R$ / litro;BRANCA
NE;BA;BARREIRAS;AUTO POSTO SANTA LUCIA LTDA;04.682.722/0001-24;AVENIDA ANTONIO CARLOS MAGALHAES;214;;VILA BRASIL;47801-275;DIESEL;05/07/2004;1,59;;R$ / litro;BRANCA
NE;BA;BARREIRAS;CENTRO AUTOMOTIVO PNEUS DOURADO COM. E SERVICOS LTDA;40.487.332/0001-67;AVENIDA ANTONIO CARLOS MAGALHAES;596;CASA;SANDRA REGINA;47800-000;GASOLINA;05/07/2004;2,409;1,8592;R$ / litro;COSAN LUBRIFICANTES
NE;BA;BARREIRAS;CENTRO AUTOMOTIVO PNEUS DOURADO COM. E SERVICOS LTDA;40.487.332/0001-67;AVENIDA ANTONIO CARLOS MAGALHAES;596;CASA;SANDRA REGINA;47800-000;ETANOL;05/07/2004;1,459;;R$ / litro;COSAN LUBRIFICANTES
NE;BA;BARREIRAS;CENTRO AUTOMOTIVO PNEUS DOURADO COM. E SERVICOS LTDA;40.487.332/0001-67;AVENIDA ANTONIO CARLOS MAGALHAES;596;CASA;SANDRA REGINA;47800-000;DIESEL;05/07/2004;1,519;;R$ / litro;COSAN LUBRIFICANTES
NE;BA;BARREIRAS;REDE ROYAL DE AUTO POSTOS EIRELI;40.462.236/0001-64;AV. CLERISTON ANDRADE;1629;LOJA 01;SEDE;47800-000;GASOLINA;05/07/2004;2,39;1,8924;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;REDE ROYAL DE AUTO POSTOS EIRELI;40.462.236/0001-64;AV. CLERISTON ANDRADE;1629;LOJA 01;SEDE;47800-000;ETANOL;05/07/2004;1,49;1,2449;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
