Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S23419800011,01/13/2015,4938,Pronto Market,201 S MAIN ST,HAZLETON,50641,POINT (-91.905522 42.615596),10,Buchanan,1031080,VODKA 80 PROOF,260,Diageo Americas,37993,Smirnoff Vodka 80 Prf,48,200,2.75,4.13,48,198.24,9.60,2.54
S20194700034,07/21/2014,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.649625 42.035157),57,Linn,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48106,Hennessy Vs Cognac,12,750,18.49,27.74,6,166.44,4.50,1.19
S21495800035,09/30/2014,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.579446 41.985985),86,Tama,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5.00,7.50,24,180.00,9.00,2.38
S28219700013,09/30/2015,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1031100,100 PROOF VODKA,260,Diageo Americas,39868,Smirnoff Vodka 100 Prf,6,1750,16.00,24.00,3,72.00,5.25,1.39
S22369500025,11/13/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41681,Uv Red (cherry) Vodka,6,1750,10.49,15.99,1,15.99,1.75,0.46
S25370100024,04/29/2015,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.00,2.38
S04807900020,03/29/2012,4139,University Groceries,2121 UNIVERSITY AVE,DES MOINES,50314,,77,Polk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.51,8.26,12,99.12,9.00,2.38
S04729600023,03/27/2012,4223,STATION MART LIQUOR AND TOBACCO,1119 RIVER FOREST RD,EVANSDALE,50707,POINT (-92.297765 42.462807),07,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45274,Paramount White Rum,24,375,2.84,4.25,4,17.00,1.50,0.40
S28673200016,10/27/2015,4405,KUM & GO #92 / ANKENY,1025 E  1ST ST,ANKENY,50021,POINT (-93.58166 41.731869),77,Polk,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,10.49,15.74,4,62.96,3.00,0.79
S24821600017,03/31/2015,4828,Casey's General Store #3228 / Marsha,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,Marshall,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,6.80,10.20,6,61.20,3.60,0.95
S15556300108,11/06/2013,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41705,Uv Red (cherry) Vodka,12,1000,7.50,11.25,4,45.00,4.00,1.06
S22715900101,12/03/2014,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,POINT (-93.465301 41.644041),77,Polk,1031080,VODKA 80 PROOF,260,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,4.75,7.13,24,171.12,9.00,2.38
S04024900019,02/13/2012,4575,Casey's General Store #2304 / Slater,200 6th AVE,SLATER,50244,POINT (-93.679808 41.877859),85,Story,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26820,Jack Daniels Old #7 Black Lbl Flat,24,375,6.06,9.09,12,109.08,4.50,1.19
S24783800013,03/30/2015,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,POINT (-95.8792 41.238092),78,Pottawattamie,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,72,1224.72,72.00,19.02
S09847200121,01/03/2013,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69940,Rumple Minze Peppermint Mini,12,500,13.50,20.25,1,20.25,0.50,0.13
S14344200025,09/05/2013,4847,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,POINT (-90.359813 41.587349),82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43125,Bacardi Superior Rum Pet,12,750,7.53,11.30,12,135.60,9.00,2.38
S22447800034,11/18/2014,3808,Thriftway,300  4TH ST,LA PORTE CITY,50651,POINT (-92.190813 42.316243),07,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.92,8.88,2,17.76,1.50,0.40
S16112000049,12/05/2013,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.00,14.99,12,179.88,12.00,3.17
S17014200011,01/23/2014,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,,91,Warren,1071100,AMERICAN COCKTAILS,395,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,8.20,12.30,12,147.60,21.00,5.55
S21171100054,09/11/2014,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1012100,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,7.35,11.03,1,11.03,0.30,0.08
S12099500156,05/08/2013,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1031200,VODKA FLAVORED,260,Diageo Americas,41746,Smirnoff Citrus Vodka,12,750,8.25,12.37,6,74.22,4.50,1.19
S23751700019,01/29/2015,5043,West Side Liquor / Waterloo,919 W 5TH ST,WATERLOO,50702,POINT (-92.346356 42.488567),07,Black Hawk,1031080,VODKA 80 PROOF,205,E AND J GALLO WINERY,36967,New Amsterdam Vodka,24,200,2.24,3.36,24,80.64,4.80,1.27
S03680400022,01/23/2012,3766,Kolby's Liquor Store,419 W MILWAUKEE,NEW HAMPTON,50659,POINT (-92.32302900000002 43.066752),19,Chickasaw,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.36,6.53,2,13.06,2.00,0.53
S04107600073,02/15/2012,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97,Woodbury,1701100,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,2878,Absolut Zing Zang Bloody Mary Mix,3,1750,19.87,29.81,6,178.86,10.50,2.77
S12912400016,06/18/2013,3696,Wal-Mart 1723 / Des Moines,5101 SE 14TH ST,DES MOINES,50315,,77,Polk,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.25,21.62,6,129.72,10.50,2.77
S18382000079,04/14/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34359,Grey Goose Vodka,12,200,4.86,7.29,12,87.48,2.40,0.63
S25342000039,04/28/2015,2205,Ding's Honk And Holler,900 E WASHINGTON,CLARINDA,51632,POINT (-95.027238 40.739231),73,Page,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,85,Brown-Forman Corporation,64676,Chambord Liqueur Royale De France,12,750,18.56,27.84,1,27.84,0.75,0.20
S12973900231,06/25/2013,4875,Bani's,"307, MAIN ST",CEDAR FALLS,50613,POINT (-92.445477 42.535592),07,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19063,Jim Beam,48,200,3.09,4.64,4,18.56,0.80,0.21
S03722500006,01/24/2012,4347,Jeff's Market / Blue Grass,102 W MAYNE,BLUE GRASS,52726,POINT (-90.766126 41.509119),82,Scott,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.34,5.00,1,5.00,0.38,0.10
S17832100028,03/11/2014,4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,POINT (-92.727379 41.745903),79,Poweshiek,1032200,IMPORTED VODKA - MISC,35,"Bacardi U.S.A., Inc.",34436,Grey Goose Vodka L'orange,6,750,18.49,27.74,1,27.74,0.75,0.20
S10704700090,02/20/2013,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1062310,SPICED RUM,395,Proximo,46504,Kraken Black Spiced Rum,12,750,10.00,14.99,12,179.88,9.00,2.38
S08208500043,10/09/2012,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69946,Rumple Minze Peppermint Schnapps Liqueur,12,750,12.50,18.74,12,224.88,9.00,2.38
S11001500009,03/11/2013,4410,Kum & Go #203 / Perry,1219 1ST ST,PERRY,50220,,08,Boone,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,8.50,12.74,4,50.96,3.00,0.79
S26010700113,06/03/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75208,Kinky Liqueur Mini,6,500,7.47,11.21,3,33.63,1.50,0.40
S08828200048,11/07/2012,3644,Wal-Mart 2764 / Altoona,3501  8TH ST SW,ALTOONA,50009,POINT (-93.505276 41.644195),77,Polk,1081200,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,12.50,18.75,12,225.00,9.00,2.38
S18097200021,03/26/2014,4427,Kum & Go #507 / North Liberty,610 N KANSAS AVE,NORTH LIBERTY,52317,POINT (-91.636982 41.752948),52,Johnson,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19064,Jim Beam,24,375,4.76,7.14,3,21.42,1.12,0.30
S16246800037,12/12/2013,2806,Osco #881 / Clinton,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23,Clinton,1041100,AMERICAN DRY GINS,297,Laird And Company,29996,Five O'clock Gin,12,750,3.46,5.19,12,62.28,9.00,2.38
S15087600044,10/15/2013,2644,Hy-Vee Fort Dodge Wine and Spirits,1511 2ND AVE NORTH,FORT DODGE,50501,POINT (-94.177165 42.508344),94,Webster,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21596,Ten High,12,750,4.10,6.15,12,73.80,9.00,2.38
S26778000097,07/15/2015,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16517,Ancient Age Bourbon,12,1000,7.50,11.25,4,45.00,4.00,1.06
S20415500005,07/31/2014,3968,Monroe Liquor,105 W SHERMAN PO BX 1023,MONROE,50170,,50,Jasper,1081312,BUTTERSCOTCH SCHNAPPS,380,Phillips Beverage Company,83363,Ice Hole Butterscotch Schnapps,12,750,5.15,7.73,6,46.38,4.50,1.19
S10440400009,02/05/2013,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,POINT (-91.06411300000002 41.408437),70,Muscatine,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.30,4.96,12,59.52,9.00,2.38
S17705900019,03/04/2014,2579,Hy-Vee Food Store / Grinnell,320 WEST STREET SOUTH,GRINNELL,50112,POINT (-92.727343 41.7283),79,Poweshiek,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.50,23.25,3,69.75,3.00,0.79
S11186600049,03/20/2013,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,POINT (-93.561517 41.600476),77,Polk,1031080,VODKA 80 PROOF,259,Heaven Hill Brands,34467,Frozen Ghost Vodka,6,750,10.83,16.24,6,97.44,4.50,1.19
S09547600170,12/18/2012,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,3.85,5.77,12,69.24,9.00,2.38
S05641700036,05/22/2012,2584,Hy-Vee Food Store / Fort Madison,2606 AVENUE L,FORT MADISON,52627,POINT (-91.343544 40.626988),56,Lee,1062300,FLAVORED RUM,260,Diageo Americas,43416,Captain Morgan Lime Bite,12,1000,10.99,16.49,2,32.98,2.00,0.53
S05552400096,05/15/2012,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1041100,AMERICAN DRY GINS,65,Jim Beam Brands,30238,Gilbey's Gin London Dry,6,1750,10.23,15.35,6,92.10,10.50,2.77
S19571400148,06/17/2014,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,POINT (-95.149955 43.331525),30,Dickinson,1081500,ROCK & RYE,121,Cooperspiritsinternational,74740,Slow and Low,6,750,10.50,15.75,2,31.50,1.50,0.40
S29323100033,11/30/2015,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,POINT (-91.52888 40.962331000000006),44,Henry,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81206,Paramount Peppermint Schnapps,12,750,3.71,5.57,12,66.84,9.00,2.38
S11055000023,03/12/2013,3816,Swils,200 E OAK ST,RED OAK,51566,POINT (-95.230032 41.016691),69,Montgomery,1031080,VODKA 80 PROOF,297,Laird And Company,35917,Five O'clock Vodka,12,1000,4.17,6.25,12,75.00,12.00,3.17
S25457500017,05/06/2015,2600,Hy-Vee Food Store / Oskaloosa,110  SO  D  ST,OSKALOOSA,52577,,62,Mahaska,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69656,Dr. Mcgillicuddy's Mentholmint,12,750,8.67,13.01,12,156.12,9.00,2.38
S17804200022,03/10/2014,4866,Tobacco Hut #18 / Council Bluffs,3134 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,POINT (-95.847514 41.228712),78,Pottawattamie,1012100,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,6.90,10.35,3,31.05,0.90,0.24
S18283300045,04/07/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT (-93.73162 41.571127),77,Polk,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,6.25,9.49,12,113.88,9.00,2.38
S26635400024,07/08/2015,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,POINT (-93.439899 42.009797),85,Story,1081305,APPLE SCHNAPPS,65,Jim Beam Brands,82606,Dekuyper Sour Apple Pucker,12,750,6.30,9.45,2,18.90,1.50,0.40
S25595800012,05/12/2015,5036,Point Liquor & Tobacco,4107 CENTER POINT RD NE,CEDAR RAPIDS,52402,POINT (-91.665196 42.02088),57,Linn,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.99,14.99,12,179.88,4.50,1.19
S15823600111,11/20/2013,2624,Hy-Vee #2 / Dubuque,2395 NW ARTERIAL RD,DUBUQUE,52002,POINT (-90.741064 42.516633),31,Dubuque,1701100,DECANTERS & SPECIALTY PACKAGES,85,Brown-Forman Corporation,813,Gentleman Jack w/Money Clip,6,1750,33.66,50.49,1,50.49,1.75,0.46
S07093600006,08/14/2012,3648,Fairbank Food Center,102  4TH ST NORTH BOX 434,FAIRBANK,50629,POINT (-92.047352 42.639631),10,Buchanan,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,17.76,26.65,1,26.65,1.00,0.26
S15052100099,10/09/2013,4509,A J'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,POINT (-93.650838 42.021461),85,Story,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86888,Southern Comfort PET,6,1750,19.15,28.73,1,28.73,1.75,0.46
S23047600015,12/19/2014,3833,Wal-Mart 3394 / Atlantic,1905 EAST 7TH ST,ATLANTIC,50022,POINT (-94.98571 41.403853),15,Cass,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.00,2.38
S06512200084,07/10/2012,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,5.99,9.24,6,55.44,10.50,2.77
S20463300029,08/05/2014,4616,C's Spencer Liquor,719 2ND AVE W,SPENCER,51301,POINT (-95.147741 43.14521),21,Clay,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10549,Black Velvet Toasted Caramel Mini,10,600,4.96,7.44,10,74.40,6.00,1.59
S16150600093,12/09/2013,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 COLLINS ROAD NE,CEDAR RAPIDS,52402,POINT (-91.630677 42.027805),57,Linn,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32234,Seagrams Extra Dry Gin,24,375,3.39,5.09,3,15.27,1.12,0.30
S21833400012,10/16/2014,2595,Hy-Vee Wine and Spirits / Denison,"1620  4TH AVE, SOUTH",DENISON,51442,POINT (-95.348601 42.012395),24,Crawford,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,6,162.84,4.50,1.19
S12078100081,05/07/2013,2507,Hy-Vee Food Store #1 / Burlington,939 ANGULAR,BURLINGTON,52601,POINT (-91.110752 40.801889),29,Des Moines,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.30,4.96,6,29.76,4.50,1.19
S06680700065,07/19/2012,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.579446 41.985985),86,Tama,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,1750,10.50,15.75,3,47.25,5.25,1.39
S13407100261,07/17/2013,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1062300,FLAVORED RUM,65,Jim Beam Brands,44476,Cruzan Coconut Rum,12,750,6.82,10.24,4,40.96,3.00,0.79
S12456100025,05/30/2013,4589,Dyno's #53 / Sibley,1026 2nd AVE,SIBLEY,51249,POINT (-95.752119 43.397431),72,Osceola,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,11.00,16.50,2,33.00,2.00,0.53
S11793500078,04/23/2013,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,54647,Arrow Blackberry Flav Brandy,12,1000,6.38,9.56,12,114.72,12.00,3.17
S08208700025,10/09/2012,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,POINT (-91.910502 42.677024),33,Fayette,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.25,4.88,12,58.56,9.00,2.38
S28309400031,10/06/2015,4461,QUIK TRIP #503 / WINDSOR HEIGHTS,7220 HICKMAN RD,WINDSOR HEIGHTS,50324,POINT (-93.717442 41.614647),77,Polk,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75209,Kinky Liqueur,12,375,5.00,7.50,2,15.00,0.75,0.20
S22135100009,11/03/2014,4657,Casey's General Store #2526 / Wellsb,308 N WASHINGTON,WELLSBURG,50680,POINT (-92.925287 42.43855),38,Grundy,1062310,SPICED RUM,259,Heaven Hill Brands,43024,Admiral Nelson Spiced Rum,24,375,2.74,4.11,24,98.64,9.00,2.38
S29065600036,11/18/2015,3842,Bancroft Liquor Store,107 N PORTLAND ST PO BX 222,BANCROFT,50517,POINT (-94.218 43.29355),55,Kossuth,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43156,Bacardi 151 Proof Rum,12,750,13.50,20.25,1,20.25,0.75,0.20
S19805100006,06/27/2014,3969,"R 'n D's Liquor, Llc",205 NE 6TH ST,GREENFIELD,50849,POINT (-94.45329 41.306142),01,Adair,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16518,Ancient Age Bourbon,6,1750,11.80,17.70,6,106.20,10.50,2.77
S04170000108,02/20/2012,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,POINT (-92.429331 42.512766),07,Black Hawk,1032080,IMPORTED VODKA,434,Luxco-St Louis,34548,Pearl Vodka,6,1750,14.80,22.21,3,66.63,5.25,1.39
S05897000011,06/05/2012,3774,Eagle Country Market / Dubuque,1800 ELM ST,DUBUQUE,52001,POINT (-90.665763 42.511105),31,Dubuque,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,10.49,15.73,12,188.76,9.00,2.38
S19786700037,06/26/2014,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,POINT (-93.739105 41.629364),77,Polk,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57176,Chi-Chi's Skinny Long Island Iced Tea,6,1750,6.00,9.25,6,55.50,10.50,2.77
S28852200261,11/04/2015,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,80096,Dekuyper Signature Creme De Banana,12,750,5.25,7.88,4,31.52,3.00,0.79
S12136900020,05/09/2013,3918,Smokin' Joe's #1 Tobacco and Liquor,3120 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.621541 41.510082),82,Scott,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32234,Seagrams Extra Dry Gin,24,375,3.39,5.09,4,20.36,1.50,0.40
S29083900080,11/16/2015,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,POINT (-91.704567 41.296576),92,Washington,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81204,Paramount Peppermint Schnapps,24,375,2.28,3.42,6,20.52,2.25,0.59
S18299700015,04/08/2014,3695,Mrs. B's Liquor,623 S MARION ST,REMSEN,51050,POINT (-95.977022 42.808951),75,Plymouth,1062310,SPICED RUM,259,Heaven Hill Brands,43025,Admiral Nelson Spiced Rum Traveler,12,750,5.78,8.67,3,26.01,2.25,0.59
S11819100011,04/23/2013,2655,Hy-Vee Food Store / Clarinda,1200 S 16TH ST,CLARINDA,51632,POINT (-95.037849 40.726808),73,Page,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34007,Absolut Swedish Vodka 80 Prf,12,1000,15.00,22.49,3,67.47,3.00,0.79
S10416300090,02/05/2013,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,POINT (-92.475403 42.712263),09,Bremer,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,6.75,10.12,3,30.36,2.25,0.59
S12968700118,06/24/2013,2582,Hy-Vee #2 Food Store / Mason City,551 S ILLINOIS AVE,MASON CITY,50401,POINT (-93.17114 43.14623),17,Cerro Gordo,1011500,STRAIGHT RYE WHISKIES,421,"Sazerac Co., Inc.",27100,Sazerac Rye,6,750,16.93,25.40,2,50.80,1.50,0.40
S12114500033,05/08/2013,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N LAKE ST,STORM LAKE,50588,POINT (-95.200758 42.65318400000001),11,Buena Vista,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69666,Dr. Mcgillicuddy's Vanilla,12,750,8.66,12.99,12,155.88,9.00,2.38
S15693700007,11/13/2013,4565,KUM & GO #228 / Sioux city,1925 S LAKEPORT ST,SIOUX CITY,51106,POINT (-96.346548 42.469008),97,Woodbury,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,8.75,13.12,12,157.44,9.00,2.38
S26327300063,06/22/2015,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27680,Jim Beam Kentucky Fire Mini,12,500,3.30,4.95,120,594.00,60.00,15.85
S19291800171,06/02/2014,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17,Cerro Gordo,1062310,SPICED RUM,259,Heaven Hill Brands,43079,Admiral Nelson Spiced 101,6,1750,14.94,22.41,2,44.82,3.50,0.92
S17362400004,02/12/2014,4196,Fareway Stores #987 / Davenport,1635 WEST 53RD ST,DAVENPORT,52806,POINT (-90.598191 41.574438),82,Scott,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10626,Canadian Club Whisky,12,750,7.88,11.82,12,141.84,9.00,2.38
S05789400014,05/30/2012,4236,Fareway Stores #551 / Eagle Grove,205 NW  1ST ST,EAGLE GROVE,50533,POINT (-93.903801 42.665165),99,Wright,1011200,STRAIGHT BOURBON WHISKIES,85,Brown-Forman Corporation,17830,Early Times 36 Mo Ky Str Bourbon Pet,6,1750,11.35,17.03,2,34.06,3.50,0.92
S08662400014,10/30/2012,4318,Fareway Stores #841 / Red Oak,811 BROADWAY,RED OAK,51566,POINT (-95.321174 41.663944),69,Montgomery,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,85526,Dekuyper Signature Blue Curacao,12,750,5.25,7.87,2,15.74,1.50,0.40
S09614700031,12/20/2012,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,POINT (-91.530225 41.656031),52,Johnson,1012100,CANADIAN WHISKIES,260,Diageo Americas,11298,Crown Royal Canadian Whisky,6,1750,31.00,46.49,3,139.47,5.25,1.39
S09187600026,11/28/2012,3536,Geno's Liquor,111 S COMMERCIAL AVE,EAGLE GROVE,50533,POINT (-93.904495 42.663626),99,Wright,1081400,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.75,5.62,3,16.86,3.00,0.79
